מספר מסלול,שם קובץ,סוג נקודה,קואורדינטות,lat,lon
459,2025-10-25_עין הוד_גבע כרמל.gpx,סיום,"(32.649930, 34.967452)",32.6499298,34.967452
460,2025-10-31_כפר ראש הנקרה_גשר הזיו.gpx,התחלה,"(33.092942, 35.106947)",33.0929419,35.1069474
460,2025-10-31_כפר ראש הנקרה_גשר הזיו.gpx,סיום,"(33.050157, 35.102428)",33.050157,35.1024277
461,2025-11-06_בר יוחאי_חורפיש.gpx,התחלה,"(32.993426, 35.414507)",32.9934261,35.4145071
461,2025-11-06_בר יוחאי_חורפיש.gpx,סיום,"(33.003646, 35.360375)",33.0036462,35.3603746
462,2025-11-15_יחיעם_כליל_געתון.gpx,התחלה,"(33.005045, 35.215469)",33.005045,35.2154688
462,2025-11-15_יחיעם_כליל_געתון.gpx,סיום,"(33.005082, 35.215524)",33.0050824,35.215524
463,2025-12-25_בר יוחאי_מירון.gpx,התחלה,"(32.993544, 35.414347)",32.9935445,35.4143472
463,2025-12-25_בר יוחאי_מירון.gpx,סיום,"(32.982406, 35.439838)",32.9824058,35.4398381
464,2026-01-03_בית חנניה_שדות ים.gpx,התחלה,"(32.532402, 34.926767)",32.5324017,34.9267671
464,2026-01-03_בית חנניה_שדות ים.gpx,סיום,"(32.501422, 34.893577)",32.5014221,34.8935774
465,2026-01-10_כברי_כפר ראש הנקרה_בן עמי.gpx,התחלה,"(33.018413, 35.142729)",33.0184133,35.1427291
465,2026-01-10_כברי_כפר ראש הנקרה_בן עמי.gpx,סיום,"(33.018383, 35.142717)",33.0183828,35.1427171
466,2026-01-14_שבי ציון_נהרייה_מזרעה.gpx,התחלה,"(32.981663, 35.084709)",32.981663,35.0847094
466,2026-01-14_שבי ציון_נהרייה_מזרעה.gpx,סיום,"(32.980120, 35.092041)",32.9801197,35.0920412
467,2026-01-15_שבי ציון_נהרייה_מזרעה.gpx,התחלה,"(32.981260, 35.084575)",32.9812603,35.0845755
467,2026-01-15_שבי ציון_נהרייה_מזרעה.gpx,סיום,"(32.986518, 35.096216)",32.9865182,35.0962157
468,2026-01-16_שבי ציון_נהרייה_מזרעה.gpx,התחלה,"(32.981677, 35.084388)",32.981677,35.0843881
468,2026-01-16_שבי ציון_נהרייה_מזרעה.gpx,סיום,"(32.981266, 35.084458)",32.9812661,35.0844585
469,2026-01-23_יחיעם_געתון.gpx,התחלה,"(33.005090, 35.215486)",33.0050896,35.2154862
469,2026-01-23_יחיעם_געתון.gpx,סיום,"(33.005044, 35.215495)",33.0050437,35.2154952
470,2026-01-28_מרום גולן_עין זיוון.gpx,התחלה,"(33.140618, 35.777459)",33.1406183,35.7774586
470,2026-01-28_מרום גולן_עין זיוון.gpx,סיום,"(33.095893, 35.795741)",33.095893,35.795741
471,2026-01-30_כברי_כפר ראש הנקרה_בן עמי.gpx,התחלה,"(33.018498, 35.142742)",33.0184982,35.1427422
471,2026-01-30_כברי_כפר ראש הנקרה_בן עמי.gpx,סיום,"(33.018477, 35.142725)",33.0184767,35.1427247
472,2026-01-31_ברעם_מירון.gpx,התחלה,"(33.009076, 35.393900)",33.0090756,35.3939001
472,2026-01-31_ברעם_מירון.gpx,סיום,"(32.978918, 35.442347)",32.978918,35.4423475
473,2026-02-05_מצובה_יערה.gpx,התחלה,"(33.065229, 35.160626)",33.0652285,35.1606263
473,2026-02-05_מצובה_יערה.gpx,סיום,"(33.065251, 35.160601)",33.0652511,35.1606015
475,2026-02-07_יחיעם_כברי_גשר הזיו_הילה_געתון.gpx,התחלה,"(33.005054, 35.215392)",33.0050541,35.2153917
475,2026-02-07_יחיעם_כברי_גשר הזיו_הילה_געתון.gpx,סיום,"(33.005033, 35.215492)",33.0050329,35.2154921
476,2026-02-13_יחיעם_געתון.gpx,התחלה,"(33.005118, 35.215513)",33.0051177,35.2155132
476,2026-02-13_יחיעם_געתון.gpx,סיום,"(33.005050, 35.215502)",33.00505,35.2155023
477,2026-02-21_יחיעם_כברי_געתון.gpx,התחלה,"(33.005071, 35.215413)",33.0050707,35.2154128
477,2026-02-21_יחיעם_כברי_געתון.gpx,סיום,"(33.006117, 35.209702)",33.0061169,35.2097021
478,2026-02-24_יחיעם_מעונה_געתון.gpx,התחלה,"(33.005075, 35.215519)",33.0050755,35.2155194
478,2026-02-24_יחיעם_מעונה_געתון.gpx,סיום,"(33.005032, 35.215472)",33.0050317,35.2154725
479,2026-02-25_יחיעם_נהרייה_בוסתן הגליל_נהרייה_געתון.gpx,התחלה,"(33.005071, 35.215378)",33.0050711,35.2153783
479,2026-02-25_יחיעם_נהרייה_בוסתן הגליל_נהרייה_געתון.gpx,סיום,"(33.005062, 35.215473)",33.0050624,35.2154732
480,2026-02-26_בארי.gpx,התחלה,"(31.428109, 34.493615)",31.4281094,34.4936155
480,2026-02-26_בארי.gpx,סיום,"(31.428431, 34.493962)",31.4284305,34.4939617
481,2026-02-27_כברי_כפר ראש הנקרה_בן עמי.gpx,התחלה,"(33.017986, 35.143788)",33.0179855,35.1437881
481,2026-02-27_כברי_כפר ראש הנקרה_בן עמי.gpx,סיום,"(33.017958, 35.143781)",33.0179581,35.1437811
482,2026-02-28_יחיעם_כברי_געתון.gpx,התחלה,"(33.004981, 35.215558)",33.0049813,35.2155575
482,2026-02-28_יחיעם_כברי_געתון.gpx,סיום,"(33.005012, 35.215452)",33.0050115,35.2154525
483,2026-03-05_געתון_כברי_יחיעם.gpx,התחלה,"(33.006404, 35.207131)",33.0064042,35.2071311
483,2026-03-05_געתון_כברי_יחיעם.gpx,סיום,"(33.004952, 35.215496)",33.0049524,35.2154955
484,2026-03-06_יחיעם_כברי_געתון.gpx,התחלה,"(33.005147, 35.215266)",33.0051473,35.2152662
484,2026-03-06_יחיעם_כברי_געתון.gpx,סיום,"(33.005000, 35.215475)",33.0049999,35.2154752
485,2026-03-13_יחיעם_געתון.gpx,התחלה,"(33.005513, 35.215468)",33.0055129,35.2154676
485,2026-03-13_יחיעם_געתון.gpx,סיום,"(33.006014, 35.214884)",33.0060136,35.2148842
486,2026-03-13_עין יעקב_געתון.gpx,התחלה,"(33.372139, 34.203854)",33.3721389,34.2038541
486,2026-03-13_עין יעקב_געתון.gpx,סיום,"(33.372139, 34.203854)",33.3721389,34.2038541
487,2026-03-16_יחיעם_נווה זיו_כברי_עבדון_געתון.gpx,התחלה,"(33.005127, 35.215443)",33.0051267,35.2154425
487,2026-03-16_יחיעם_נווה זיו_כברי_עבדון_געתון.gpx,סיום,"(33.005012, 35.215452)",33.0050125,35.2154521
488,2026-03-18_יחיעם_נהרייה_געתון.gpx,התחלה,"(33.005072, 35.215414)",33.0050721,35.2154139
488,2026-03-18_יחיעם_נהרייה_געתון.gpx,סיום,"(33.005052, 35.215475)",33.005052,35.2154751
489,2026-03-23_יחיעם_אבירים_געתון.gpx,התחלה,"(33.005070, 35.215398)",33.0050696,35.2153982
489,2026-03-23_יחיעם_אבירים_געתון.gpx,סיום,"(33.005101, 35.215485)",33.0051011,35.2154849
490,2026-03-25_יחיעם_גשר הזיו_געתון.gpx,התחלה,"(33.005011, 35.215518)",33.0050108,35.215518
490,2026-03-25_יחיעם_גשר הזיו_געתון.gpx,סיום,"(33.005095, 35.215471)",33.0050951,35.215471
491,2026-03-26_יחיעם_כברי_געתון.gpx,התחלה,"(33.005048, 35.215480)",33.005048,35.2154797
491,2026-03-26_יחיעם_כברי_געתון.gpx,סיום,"(33.003713, 35.214861)",33.0037126,35.214861
493,2026-04-09_יחיעם_לימן_געתון.gpx,התחלה,"(33.005053, 35.215364)",33.0050528,35.2153636
493,2026-04-09_יחיעם_לימן_געתון.gpx,סיום,"(33.005094, 35.215493)",33.0050937,35.2154928
494,2026-04-11_יחיעם_כברי_געתון.gpx,התחלה,"(33.005127, 35.215185)",33.0051266,35.2151853
494,2026-04-11_יחיעם_כברי_געתון.gpx,סיום,"(33.005089, 35.215434)",33.0050892,35.2154344
495,2026-04-15_כברי_יחיעם.gpx,התחלה,"(33.015918, 35.154873)",33.0159176,35.1548728
495,2026-04-15_כברי_יחיעם.gpx,סיום,"(33.005073, 35.215541)",33.0050726,35.2155412
496,2026-04-16_יחיעם_כברי_געתון.gpx,התחלה,"(33.005298, 35.215387)",33.0052978,35.2153874
496,2026-04-16_יחיעם_כברי_געתון.gpx,סיום,"(33.005040, 35.215493)",33.0050396,35.2154927
497,2026-04-20_יחיעם_נהרייה_כפר ראש הנקרה_כברי_געתון.gpx,התחלה,"(33.005104, 35.215443)",33.0051038,35.2154428
497,2026-04-20_יחיעם_נהרייה_כפר ראש הנקרה_כברי_געתון.gpx,סיום,"(33.005095, 35.215505)",33.0050951,35.2155046
498,2026-04-24_יחיעם_נהרייה_כפר ראש הנקרה_מנות_געתון.gpx,התחלה,"(33.005075, 35.215507)",33.0050746,35.2155067
498,2026-04-24_יחיעם_נהרייה_כפר ראש הנקרה_מנות_געתון.gpx,סיום,"(33.006768, 35.209065)",33.0067684,35.2090651
499,2026-04-27_נטור_נוב_אלי-עד_נוב.gpx,התחלה,"(32.853291, 35.754064)",32.853291,35.7540644
499,2026-04-27_נטור_נוב_אלי-עד_נוב.gpx,סיום,"(32.853091, 35.754614)",32.8530906,35.7546137
500,2026-05-01_יחיעם_כברי_געתון.gpx,התחלה,"(33.005046, 35.215471)",33.0050456,35.2154709
500,2026-05-01_יחיעם_כברי_געתון.gpx,סיום,"(33.005031, 35.215509)",33.0050311,35.2155093
501,2026-05-02_כברי_גשר הזיו_שבי ציון_נתיב השיירה_שייח' דנון.gpx,התחלה,"(33.018391, 35.142678)",33.0183909,35.1426778
501,2026-05-02_כברי_גשר הזיו_שבי ציון_נתיב השיירה_שייח' דנון.gpx,סיום,"(33.018397, 35.142763)",33.0183972,35.1427626
502,2026-05-07_יחיעם_כפר ראש הנקרה_געתון.gpx,התחלה,"(33.005033, 35.215485)",33.0050332,35.2154847
502,2026-05-07_יחיעם_כפר ראש הנקרה_געתון.gpx,סיום,"(33.005025, 35.215483)",33.0050253,35.215483
503,2026-05-08_יחיעם_כליל_כברי_יחיעם_הילה.gpx,התחלה,"(33.005031, 35.215488)",33.005031,35.2154885
503,2026-05-08_יחיעם_כליל_כברי_יחיעם_הילה.gpx,סיום,"(33.025483, 35.239450)",33.0254832,35.2394499
504,2026-05-09_כברי_יערה_מצובה.gpx,התחלה,"(33.018423, 35.142704)",33.0184229,35.1427037
504,2026-05-09_כברי_יערה_מצובה.gpx,סיום,"(33.018420, 35.142676)",33.0184197,35.1426758
505,2026-05-13_יחיעם_כברי_עבדון.gpx,התחלה,"(33.005078, 35.215482)",33.0050781,35.215482
505,2026-05-13_יחיעם_כברי_עבדון.gpx,סיום,"(33.048971, 35.180506)",33.0489708,35.1805056
506,2026-05-14_אלי-עד_מיצר.gpx,התחלה,"(32.807318, 35.742063)",32.8073175,35.7420632
506,2026-05-14_אלי-עד_מיצר.gpx,סיום,"(32.708447, 35.810486)",32.7084475,35.8104861
507,2026-05-16_הילה.gpx,התחלה,"(33.035827, 35.248708)",33.0358268,35.2487078
507,2026-05-16_הילה.gpx,סיום,"(33.035452, 35.248554)",33.0354523,35.2485543
508,2026-05-19_כברי_גשר הזיו_שבי ציון_שייח' דנון.gpx,התחלה,"(33.018363, 35.142727)",33.0183634,35.1427268
508,2026-05-19_כברי_גשר הזיו_שבי ציון_שייח' דנון.gpx,סיום,"(33.018377, 35.142715)",33.0183767,35.1427149
509,2026-05-22_טל-אל_צורית_יסעור.gpx,התחלה,"(32.928469, 35.170199)",32.9284687,35.1701989
509,2026-05-22_טל-אל_צורית_יסעור.gpx,סיום,"(32.928381, 35.170085)",32.9283812,35.1700854
510,2026-05-23_יחיעם_נווה זיו_כברי_מעונה_געתון.gpx,התחלה,"(33.005098, 35.215438)",33.0050978,35.2154378
510,2026-05-23_יחיעם_נווה זיו_כברי_מעונה_געתון.gpx,סיום,"(33.005059, 35.215426)",33.0050587,35.2154255
511,2026-05-27_געתון_עין יעקב.gpx,התחלה,"(33.005715, 35.215050)",33.0057154,35.2150501
511,2026-05-27_געתון_עין יעקב.gpx,סיום,"(33.012780, 35.217868)",33.0127801,35.217868
512,2026-05-27_יחיעם_געתון.gpx,התחלה,"(33.005066, 35.215448)",33.0050658,35.2154482
512,2026-05-27_יחיעם_געתון.gpx,סיום,"(33.005051, 35.215476)",33.0050514,35.2154762
513,2026-05-30_יחיעם_מעיליא_געתון.gpx,התחלה,"(33.004991, 35.215488)",33.004991,35.2154878
513,2026-05-30_יחיעם_מעיליא_געתון.gpx,סיום,"(33.005175, 35.215547)",33.0051754,35.2155466
514,2026-05-30_מעונה_געתון_יחיעם.gpx,התחלה,"(33.021280, 35.262592)",33.0212799,35.2625916
514,2026-05-30_מעונה_געתון_יחיעם.gpx,סיום,"(33.005056, 35.215471)",33.005056,35.2154712
515,2026-05-31_יחיעם_לפידות_געתון.gpx,התחלה,"(33.005068, 35.215503)",33.0050678,35.2155034
515,2026-05-31_יחיעם_לפידות_געתון.gpx,סיום,"(33.005047, 35.215470)",33.0050466,35.21547
516,2026-06-01_יחיעם_מעונה_געתון.gpx,התחלה,"(33.005050, 35.215493)",33.0050501,35.215493
516,2026-06-01_יחיעם_מעונה_געתון.gpx,סיום,"(33.005175, 35.214796)",33.0051754,35.2147958
517,2026-06-02_שבי ציון_כפר מסריק_רמת יוחנן_כפר מסריק_בוסתן הגליל.gpx,התחלה,"(32.982202, 35.082157)",32.9822015,35.0821567
517,2026-06-02_שבי ציון_כפר מסריק_רמת יוחנן_כפר מסריק_בוסתן הגליל.gpx,סיום,"(32.982063, 35.082911)",32.982063,35.0829106
518,2026-06-02_שבי ציון_כפר מסריק_יפיע.gpx,התחלה,"(32.982276, 35.082152)",32.9822765,35.0821517
518,2026-06-02_שבי ציון_כפר מסריק_יפיע.gpx,סיום,"(32.677954, 35.264284)",32.6779542,35.2642843
519,2026-06-06_עכו_יחיעם.gpx,התחלה,"(32.919869, 35.066540)",32.919868717,35.06654025
519,2026-06-06_עכו_יחיעם.gpx,סיום,"(33.005012, 35.215498)",33.005012383,35.215497583
520,2026-06-06_עכו_יחיעם_1.gpx,התחלה,"(32.919884, 35.066601)",32.9198842,35.0666012
520,2026-06-06_עכו_יחיעם_1.gpx,סיום,"(33.005060, 35.215466)",33.0050603,35.2154665
521,2026-06-09_כברי_עבדון_גורנות הגליל_אילון_מצובה.gpx,התחלה,"(33.018422, 35.142708)",33.0184215,35.1427075
521,2026-06-09_כברי_עבדון_גורנות הגליל_אילון_מצובה.gpx,סיום,"(33.018392, 35.142748)",33.0183918,35.1427482
522,2026-06-11_מג'דל שמס.gpx,התחלה,"(33.305950, 35.784788)",33.3059498,35.7847875
522,2026-06-11_מג'דל שמס.gpx,סיום,"(33.303314, 35.773353)",33.303313617,35.77335255
523,2026-06-11_מג'דל שמס_מסעדה.gpx,התחלה,"(33.306190, 35.784718)",33.3061904,35.7847181
523,2026-06-11_מג'דל שמס_מסעדה.gpx,סיום,"(33.214762, 35.743316)",33.2147615,35.7433157
524,2026-06-13_כברי_גורן_מצובה.gpx,התחלה,"(33.018329, 35.142619)",33.018328617,35.142618533
524,2026-06-13_כברי_גורן_מצובה.gpx,סיום,"(33.018417, 35.142581)",33.018417183,35.142580783
525,2026-06-13_כברי_הילה_חניתה.gpx,התחלה,"(33.018335, 35.142645)",33.0183352,35.1426451
525,2026-06-13_כברי_הילה_חניתה.gpx,סיום,"(33.084389, 35.168345)",33.0843888,35.168345
526,2026-06-20_כברי_אדמית_שתולה_גורן_מצובה.gpx,התחלה,"(33.018370, 35.142755)",33.018369683,35.142754767
526,2026-06-20_כברי_אדמית_שתולה_גורן_מצובה.gpx,סיום,"(33.018336, 35.142721)",33.01833565,35.142721417
527,2026-06-20_כברי_אדמית_שתולה_גורנות הגליל_מצובה.gpx,התחלה,"(33.018398, 35.142730)",33.018398,35.1427303
527,2026-06-20_כברי_אדמית_שתולה_גורנות הגליל_מצובה.gpx,סיום,"(33.018381, 35.142733)",33.0183815,35.1427326
528,2026-06-24_יחיעם_סער_כפר ראש הנקרה_בן עמי_געתון.gpx,התחלה,"(33.005194, 35.215420)",33.005194017,35.215419867
528,2026-06-24_יחיעם_סער_כפר ראש הנקרה_בן עמי_געתון.gpx,סיום,"(33.005038, 35.215502)",33.005037767,35.215501767
529,2026-06-24_כפר ראש הנקרה_יחיעם.gpx,התחלה,"(33.092343, 35.105496)",33.0923427,35.1054959
529,2026-06-24_כפר ראש הנקרה_יחיעם.gpx,סיום,"(33.005042, 35.215497)",33.005042,35.2154973
530,2026-06-30_כברי_חניתה_בן עמי.gpx,התחלה,"(33.018392, 35.142704)",33.018391883,35.1427035
530,2026-06-30_כברי_חניתה_בן עמי.gpx,סיום,"(33.018405, 35.142679)",33.0184054,35.142678567
531,2026-07-01_יחיעם_כליל_עין יעקב.gpx,התחלה,"(33.004981, 35.215561)",33.00498135,35.215560883
531,2026-07-01_יחיעם_כליל_עין יעקב.gpx,סיום,"(33.005030, 35.215464)",33.005029617,35.21546405
532,2026-07-03_שלומי_יערה_חניתה.gpx,התחלה,"(33.073529, 35.151963)",33.0735285,35.151963333
532,2026-07-03_שלומי_יערה_חניתה.gpx,סיום,"(33.073571, 35.152029)",33.073570683,35.15202915
533,2026-07-03_שלומי.gpx,התחלה,"(33.073522, 35.151984)",33.073522,35.1519836
533,2026-07-03_שלומי.gpx,סיום,"(33.075414, 35.157159)",33.0754141,35.1571585
534,2026-07-04_יחיעם_הילה_כברי_נווה זיו_געתון.gpx,התחלה,"(33.005079, 35.215488)",33.0050786,35.215487917
534,2026-07-04_יחיעם_הילה_כברי_נווה זיו_געתון.gpx,סיום,"(33.005072, 35.215522)",33.005072233,35.2155218
535,2026-07-04_יחיעם_הילה_כברי_געתון.gpx,התחלה,"(33.005066, 35.215454)",33.0050665,35.215454
535,2026-07-04_יחיעם_הילה_כברי_געתון.gpx,סיום,"(33.005040, 35.215476)",33.0050405,35.2154764
536,2026-07-07_יחיעם_עבדון_כפר ראש הנקרה_בן עמי_געתון.gpx,התחלה,"(33.005066, 35.215496)",33.0050656,35.2154956
536,2026-07-07_יחיעם_עבדון_כפר ראש הנקרה_בן עמי_געתון.gpx,סיום,"(33.005000, 35.215350)",33.0050002,35.2153498
537,2026-07-07_כברי_שבי ציון_שייח' דנון.gpx,התחלה,"(33.018439, 35.142412)",33.0184389,35.1424119
537,2026-07-07_כברי_שבי ציון_שייח' דנון.gpx,סיום,"(33.018427, 35.142585)",33.0184273,35.142585
538,2026-07-10_לימן_כפר ראש הנקרה.gpx,התחלה,"(33.054269, 35.115275)",33.0542693,35.1152752
538,2026-07-10_לימן_כפר ראש הנקרה.gpx,סיום,"(33.080589, 35.106984)",33.0805891,35.1069839
539,2026-07-10_כפר ראש הנקרה_יערה_מצובה.gpx,התחלה,"(33.080274, 35.107502)",33.0802742,35.1075021
539,2026-07-10_כפר ראש הנקרה_יערה_מצובה.gpx,סיום,"(33.056857, 35.157171)",33.0568572,35.1571712
540,2026-07-14_נהרייה_יחיעם.gpx,התחלה,"(33.006577, 35.092655)",33.0065772,35.0926553
540,2026-07-14_נהרייה_יחיעם.gpx,סיום,"(33.005057, 35.215507)",33.0050565,35.215507
541,2026-07-14_יחיעם_שבי ציון.gpx,התחלה,"(33.005056, 35.215466)",33.0050557,35.2154662
541,2026-07-14_יחיעם_שבי ציון.gpx,סיום,"(32.986257, 35.081986)",32.986257,35.0819864
542,2026-07-18_יחיעם_גשר הזיו_שבי ציון_שייח' דנון_געתון.gpx,התחלה,"(33.004982, 35.215467)",33.0049819,35.2154668
542,2026-07-18_יחיעם_גשר הזיו_שבי ציון_שייח' דנון_געתון.gpx,סיום,"(33.005069, 35.215476)",33.0050692,35.2154759
543,2026-07-19_יחיעם_מצובה_חניתה_מנות_געתון.gpx,התחלה,"(33.005074, 35.215529)",33.0050745,35.215529
543,2026-07-19_יחיעם_מצובה_חניתה_מנות_געתון.gpx,סיום,"(33.004987, 35.215405)",33.0049871,35.2154051
544,2026-07-21_כברי_כפר ראש הנקרה_שייח' דנון.gpx,התחלה,"(33.018449, 35.142595)",33.0184486,35.1425955
544,2026-07-21_כברי_כפר ראש הנקרה_שייח' דנון.gpx,סיום,"(33.018426, 35.142687)",33.0184257,35.1426872
545,2026-07-24_יחיעם_כברי_נווה זיו.gpx,התחלה,"(33.005560, 35.217329)",33.0055597,35.2173291
545,2026-07-24_יחיעם_כברי_נווה זיו.gpx,סיום,"(33.015213, 35.171107)",33.0152127,35.1711073
546,2026-07-28_שבי ציון_עין המפרץ_אפק_עין המפרץ_בוסתן הגליל.gpx,התחלה,"(32.982237, 35.082142)",32.9822372,35.0821416
546,2026-07-28_שבי ציון_עין המפרץ_אפק_עין המפרץ_בוסתן הגליל.gpx,סיום,"(32.982803, 35.081769)",32.9828033,35.0817685
547,2026-07-30_יחיעם_מעונה_געתון.gpx,התחלה,"(33.004983, 35.215494)",33.0049833,35.2154937
547,2026-07-30_יחיעם_מעונה_געתון.gpx,סיום,"(33.005151, 35.215577)",33.0051509,35.2155773
548,2026-07-30_יחיעם_עין יעקב.gpx,התחלה,"(33.005269, 35.215452)",33.0052686,35.2154525
548,2026-07-30_יחיעם_עין יעקב.gpx,סיום,"(33.014113, 35.220601)",33.0141126,35.2206007
549,2026-08-01_הילה_עבדון_מעיליא.gpx,התחלה,"(33.035991, 35.244061)",33.0359908,35.2440608
549,2026-08-01_הילה_עבדון_מעיליא.gpx,סיום,"(33.034696, 35.246795)",33.0346962,35.2467953
551,2026-08-08_יחיעם_בן עמי_כפר ראש הנקרה_מנות_געתון.gpx,התחלה,"(33.005043, 35.215420)",33.0050432,35.2154196
551,2026-08-08_יחיעם_בן עמי_כפר ראש הנקרה_מנות_געתון.gpx,סיום,"(33.005031, 35.215474)",33.0050309,35.2154745
553,2026-08-09_יחיעם_כליל.gpx,התחלה,"(33.005042, 35.215430)",33.0050417,35.2154303
553,2026-08-09_יחיעם_כליל.gpx,סיום,"(32.992806, 35.203831)",32.9928055,35.2038306
554,2026-08-11_כברי_גורנות הגליל_מצובה.gpx,התחלה,"(33.018378, 35.142489)",33.0183779,35.1424887
554,2026-08-11_כברי_גורנות הגליל_מצובה.gpx,סיום,"(33.018533, 35.142440)",33.0185326,35.1424395
555,2026-08-13_יחיעם_כליל_עין יעקב.gpx,התחלה,"(33.005039, 35.215488)",33.0050392,35.2154883
555,2026-08-13_יחיעם_כליל_עין יעקב.gpx,סיום,"(33.004999, 35.215301)",33.0049993,35.2153008
556,2026-08-14_בצת_כברי.gpx,התחלה,"(33.061474, 35.129112)",33.0614738,35.1291117
556,2026-08-14_בצת_כברי.gpx,סיום,"(33.041861, 35.147061)",33.041861,35.1470613
559,2026-08-15_יחיעם_מעונה_עין יעקב.gpx,התחלה,"(33.005519, 35.215349)",33.005519,35.2153488
559,2026-08-15_יחיעם_מעונה_עין יעקב.gpx,סיום,"(33.005052, 35.215488)",33.0050519,35.2154882
560,2026-04-22_עבדון_גורן_מצובה.gpx,התחלה,"(33.042313, 35.178412)",33.042313,35.178412
560,2026-04-22_עבדון_גורן_מצובה.gpx,סיום,"(33.042225, 35.177775)",33.042225,35.177775
561,0000-00-00_כפר ראש הנקרה_מטולה.gpx,התחלה,"(47.948208, 8.499215)",47.948208,8.499215
561,0000-00-00_כפר ראש הנקרה_מטולה.gpx,סיום,"(45.181523, 28.805022)",45.181523,28.805022
562,0000-00-00_געתון_שמרת.gpx,התחלה,"(33.006255, 35.212452)",33.0062547,35.2124521
562,0000-00-00_געתון_שמרת.gpx,סיום,"(32.951583, 35.096314)",32.9515833,35.0963137
563,0000-00-00_אילת_אחוזם_מג'דל שמס_זכרון יעקב.gpx,התחלה,"(29.510238, 34.922447)",29.5102379,34.9224466
563,0000-00-00_אילת_אחוזם_מג'דל שמס_זכרון יעקב.gpx,סיום,"(32.551080, 34.946575)",32.5510798,34.9465746
564,0000-00-00_כפר ראש הנקרה.gpx,התחלה,"(52.160100, 4.497000)",52.1601,4.497
564,0000-00-00_כפר ראש הנקרה.gpx,סיום,"(52.160100, 4.497000)",52.1601,4.497
565,0000-00-00_כברי_נווה זיו_1.gpx,התחלה,"(33.009435, 35.145733)",33.009435,35.145733
565,0000-00-00_כברי_נווה זיו_1.gpx,סיום,"(33.009435, 35.145733)",33.009435,35.145733
566,0000-00-00_אלוני הבשן.gpx,התחלה,"(28.348940, 83.742030)",28.34894,83.74203
566,0000-00-00_אלוני הבשן.gpx,סיום,"(28.371507, 83.825530)",28.371507,83.82553
567,0000-00-00_כפר ראש הנקרה_1.gpx,התחלה,"(48.214149, 16.445590)",48.214149,16.44559
567,0000-00-00_כפר ראש הנקרה_1.gpx,סיום,"(47.487190, 19.050590)",47.48719,19.05059
568,0000-00-00_ערד_נווה זוהר.gpx,התחלה,"(31.260490, 35.234328)",31.26049,35.234328
568,0000-00-00_ערד_נווה זוהר.gpx,סיום,"(31.149927, 35.361678)",31.149927,35.361678
569,0000-00-00_הילה_עבדון.gpx,התחלה,"(33.036288, 35.235132)",33.036288347753,35.235132044501
569,0000-00-00_הילה_עבדון.gpx,סיום,"(33.042648, 35.183484)",33.042648200186,35.183483565824
570,0000-00-00_כברי_נווה זיו.gpx,התחלה,"(33.009500, 35.146363)",33.0095,35.146363
570,0000-00-00_כברי_נווה זיו.gpx,סיום,"(33.009455, 35.146238)",33.009455,35.146238
571,0000-00-00_מרום גולן_אל -רום.gpx,התחלה,"(33.141700, 35.771700)",33.1417,35.7717
571,0000-00-00_מרום גולן_אל -רום.gpx,סיום,"(33.141700, 35.771700)",33.1417,35.7717
572,2025-01-17_עין שמר_ערערה_גן השומרון.gpx,התחלה,"(32.467730, 35.013760)",32.46773,35.01376
572,2025-01-17_עין שמר_ערערה_גן השומרון.gpx,סיום,"(32.467837, 35.013773)",32.467837,35.013773
573,0000-00-00_נווה זוהר_נאות הכיכר.gpx,התחלה,"(31.143406, 35.364212)",31.143406,35.364212
573,0000-00-00_נווה זוהר_נאות הכיכר.gpx,סיום,"(30.994773, 35.340647)",30.994773,35.340647
574,0000-00-00_שלומי_חניתה_מצובה.gpx,התחלה,"(33.073651, 35.153145)",33.0736507,35.1531451
574,0000-00-00_שלומי_חניתה_מצובה.gpx,סיום,"(33.073390, 35.151257)",33.0733902,35.1512571
575,0000-00-00_תל אביב -יפו_בת ים.gpx,התחלה,"(32.101233, 34.780533)",32.1012333,34.7805333
575,0000-00-00_תל אביב -יפו_בת ים.gpx,סיום,"(32.099967, 34.781183)",32.0999667,34.7811833
576,0000-00-00_תל אביב -יפו_אזור_גבעת כח_עדנים_בני ברק.gpx,התחלה,"(32.099759, 34.779772)",32.099759,34.779772
576,0000-00-00_תל אביב -יפו_אזור_גבעת כח_עדנים_בני ברק.gpx,סיום,"(32.099914, 34.780974)",32.099914,34.780974
577,0000-00-00_איילת השחר_יראון_שדה אליעזר.gpx,התחלה,"(33.022048, 35.573001)",33.022047897507,35.573000966948
577,0000-00-00_איילת השחר_יראון_שדה אליעזר.gpx,סיום,"(33.022048, 35.573130)",33.022048079675,35.573130073853
578,0000-00-00_אלי-עד_חספין_נטור.gpx,התחלה,"(32.808267, 35.741036)",32.808267,35.741036
578,0000-00-00_אלי-עד_חספין_נטור.gpx,סיום,"(32.848931, 35.739871)",32.8489312,35.7398706
579,0000-00-00_אפיק_מבוא חמה.gpx,התחלה,"(32.768814, 35.692474)",32.768814,35.692474
579,0000-00-00_אפיק_מבוא חמה.gpx,סיום,"(32.733839, 35.655255)",32.733839,35.655255
580,0000-00-00_אילת_אליפז.gpx,התחלה,"(29.554406, 34.962369)",29.55440579,34.962369204
580,0000-00-00_אילת_אליפז.gpx,סיום,"(29.709441, 34.986477)",29.709441051,34.986476898
